datetime,QQE_14_5_4.236,QQE_14_5_4.236_RSIMA,QQEl_14_5_4.236,QQEs_14_5_4.236
2022-01-16 23:14:59,,,,
2022-01-16 23:14:59,,,,
2022-01-16 23:14:59,,,,
2022-01-16 23:14:59,,,,
2022-01-16 23:14:59,,,,
2022-01-16 23:14:59,,,,
2022-01-16 23:14:59,,,,
2022-01-16 23:14:59,,,,
2022-01-16 23:14:59,,,,
2022-01-16 23:14:59,,,,
2022-01-16 23:14:59,,,,
2022-01-16 23:14:59,,,,
2022-01-16 23:14:59,,,,
2022-01-16 23:14:59,,,,
2022-01-16 23:14:59,,,,
2022-01-16 23:14:59,,,,
2022-01-16 23:14:59,,,,
2022-01-16 23:14:59,,,,
2022-01-16 23:14:59,,8.720245224766492,,
2022-01-16 23:14:59,,13.053631130887116,,
2022-01-16 23:14:59,,18.66628905069719,,
2022-01-16 23:14:59,,23.78544471737434,,
2022-01-16 23:14:59,,27.216096883071728,,
2022-01-16 23:14:59,,31.23984601484254,,
2022-01-16 23:14:59,,33.922345436023086,,
2022-01-16 23:14:59,,35.72958848788116,,
2022-01-16 23:14:59,,39.096634553444474,,
2022-01-16 23:14:59,,44.48716968297077,,
2022-01-16 23:14:59,,49.07498194950006,,
2022-01-16 23:14:59,,53.10758374255321,,
2022-01-16 23:14:59,,55.79598493792198,,
2022-01-16 23:14:59,,58.13197861656528,,
2022-01-16 23:14:59,,59.68930773566081,,
2022-01-16 23:14:59,,60.72752714839117,,
2022-01-16 23:14:59,,61.4334999251606,,
2022-01-16 23:14:59,,65.8957485644611,,
2022-01-16 23:14:59,,68.87058099066144,,
2022-01-16 23:14:59,,66.06137611509882,,
2022-01-16 23:14:59,,64.18857286472374,,
2022-01-16 23:14:59,,60.65011508764161,,
2022-01-16 23:14:59,,58.29114323625352,,
2022-01-16 23:14:59,,56.71849533532813,,
2022-01-16 23:14:59,,53.9624776539303,,
2022-01-16 23:14:59,,50.13975149094009,,
2022-01-16 23:14:59,,46.73996445385383,,
2022-01-16 23:14:59,,43.230096399361955,,
2022-01-16 23:14:59,,40.89018436303404,,
2022-01-16 23:14:59,,39.14793205314372,,
2022-01-16 23:14:59,,33.91688357721481,,
2022-01-16 23:14:59,,30.357013218453265,,
2022-01-16 23:14:59,,25.980791310774336,,
2022-01-16 23:14:59,,25.071869878111745,,
2022-01-16 23:14:59,,24.461177541501772,,
2022-01-16 23:14:59,,24.054049317095124,,
2022-01-16 23:14:59,,23.800781864059577,,
2022-01-16 23:14:59,,23.62600935111327,,
2022-01-16 23:14:59,,23.5094943424824,,
2022-01-16 23:14:59,,23.43181767006182,,
2022-01-16 23:14:59,,23.40439421013151,,
2022-01-16 23:14:59,,24.513515121824252,,
2022-01-16 23:14:59,,25.252929062952745,,
2022-01-16 23:14:59,,25.735749947585855,,
2022-01-16 23:14:59,,27.831624198537586,,
2022-01-16 23:14:59,,31.8701726466807,,
2022-01-16 23:14:59,,34.56253827877611,,
2022-01-16 23:14:59,,36.35744870017305,,
2022-01-16 23:14:59,,37.55405564777101,,
2022-01-16 23:14:59,,38.380812158868416,,
2022-01-16 23:14:59,,38.911182243140345,,
2022-01-16 23:14:59,,39.264762299321625,,
2022-01-16 23:14:59,,46.36690955647999,,
2022-01-16 23:14:59,41.175537891804275,51.101674394585565,41.175537891804275,
2022-01-16 23:14:59,44.351733991111416,54.258184286655954,44.351733991111416,
2022-01-16 23:14:59,46.47811185478768,56.36252421470288,46.47811185478768,
2022-01-16 23:14:59,46.47811185478768,48.74138078029058,46.47811185478768,
2022-01-16 23:14:59,52.76354219850214,42.620327352351126,,52.76354219850214
2022-01-16 23:14:59,45.15541752590782,34.75292269518785,,45.15541752590782
2022-01-16 23:14:59,40.19432482919317,29.507986257078997,,40.19432482919317
2022-01-16 23:14:59,36.9593104791839,26.007088975392527,,36.9593104791839
2022-01-16 23:14:59,34.84919797782049,23.673157454268214,,34.84919797782049
2022-01-16 23:14:59,33.46283748974966,22.117203106852003,,33.46283748974966
2022-01-16 23:14:59,32.47942724182681,21.021772596227745,,32.47942724182681
2022-01-16 23:14:59,31.803054854707966,20.291485589144905,,31.803054854707966
2022-01-16 23:14:59,29.98355336275272,18.444307318293337,,29.98355336275272
2022-01-16 23:14:59,28.766375477041727,17.236025288358764,,28.766375477041727
2022-01-16 23:14:59,27.35923547915483,15.865769714992888,,27.35923547915483
2022-01-16 23:14:59,26.375031091286615,14.952265999415639,,26.375031091286615
2022-01-16 23:14:59,26.375031091286615,22.462912081494864,,26.375031091286615
2022-01-16 23:14:59,17.348377471306122,28.93269771119394,17.348377471306122,
2022-01-16 23:14:59,18.338035239191967,29.98821750106426,18.338035239191967,
2022-01-16 23:14:59,19.041945750226148,30.70496808832883,19.041945750226148,
2022-01-16 23:14:59,19.557886341379046,31.182801813171878,19.557886341379046,
2022-01-16 23:19:59,21.8590125694527,33.440554909812946,21.8590125694527,
2022-01-16 23:19:59,23.419981417801594,34.93738587247495,23.419981417801594,
2022-01-16 23:19:59,25.559238876922908,37.00731429935392,25.559238876922908,
2022-01-16 23:19:59,29.656489065343383,41.07427345257886,29.656489065343383,
2022-01-16 23:19:59,33.792948810713256,45.21587010657655,33.792948810713256,
2022-01-16 23:19:59,36.53661258232944,47.96509996984082,36.53661258232944,
2022-01-16 23:19:59,38.394169307834915,49.808998200478946,38.394169307834915,
2022-01-16 23:19:59,39.653475301704695,51.024559308263775,39.653475301704695,
2022-01-16 23:19:59,40.554622539107804,51.847763292202856,40.554622539107804,
2022-01-16 23:19:59,43.24115645456509,54.46606024492137,43.24115645456509,
2022-01-16 23:19:59,43.24115645456509,51.56056720451398,43.24115645456509,
2022-01-16 23:19:59,43.24115645456509,49.63596491569406,43.24115645456509,
2022-01-16 23:19:59,43.24115645456509,47.91524874023528,43.24115645456509,
2022-01-16 23:19:59,43.24115645456509,46.76810462326275,43.24115645456509,
2022-01-16 23:19:59,43.24115645456509,46.018717450869524,43.24115645456509,
2022-01-16 23:19:59,43.24115645456509,48.68638057649711,43.24115645456509,
2022-01-16 23:19:59,43.24115645456509,50.46482266024883,43.24115645456509,
2022-01-16 23:19:59,43.24115645456509,53.65500294677654,43.24115645456509,
